modelo,camada,razao_media,razao_mediana
diametro_1_camada,1,11.60400390625,5.74310827255249
media_1_camada,1,1.0863158702850342,1.0887137651443481
diametro_2_camadas,1,6.383005142211914,4.4313530921936035
diametro_2_camadas,2,368.8238525390625,9.22893238067627
