metodo,fracao,area,erro_absoluto,erro_padrao,KS_projecao
ingênuo,0.2062,2.5911856206808612,0.10619999999999999,0.0028607827600151676,0.04236867609647499
gaussiano,0.09715,1.2208229051849937,0.0028500000000000053,0.0020941809556482937,0.0033309334726550066
Arquimedes,0.09965,1.2522388317208917,0.0003500000000000031,0.002118016495450401,0.0055702819112145585
