y1,y2,theta,phi
-7.431066989898681641e+00,4.626722812652587891e+00,9.311925801443895478e-01,1.652466492683413168e+00
-7.236784934997558594e+00,-2.062223196029663086e+00,2.085951986838933347e+00,6.099039974104923267e+00
1.212953329086303711e+00,-6.246820449829101562e+00,3.158266869990192571e+00,4.731075407404299327e+00
-6.237391471862792969e+00,3.104908227920532227e+00,2.057552938785677910e+00,1.381861996649015323e+00
5.252248287200927734e+00,-2.297493696212768555e+00,1.060123681324946832e+00,3.164140768382634139e+00
9.753106236457824707e-01,3.769135951995849609e+00,4.186003101164114781e+00,2.424558224244254490e+00
-7.751630783081054688e+00,3.802516222000122070e+00,1.065379070866575351e+00,1.248724446624367657e+00
-5.018069267272949219e+00,-2.768220663070678711e+00,3.051610076251261017e+00,5.350449174724511536e+00
6.282829046249389648e-01,-6.230067253112792969e+00,3.258850951576415245e+00,4.871707508841081946e+00
-6.722764372825622559e-01,-4.221889019012451172e+00,4.296330413449937602e+00,5.369431639002390177e+00
5.531910896301269531e+00,-2.748290061950683594e+00,1.147675693736740721e+00,3.376960942078887307e+00
-2.540104091167449951e-01,4.338250160217285156e+00,3.706831346702784025e+00,2.315815449416723126e+00
8.219108581542968750e+00,7.908818125724792480e-01,5.797945001963035416e+00,5.007148913965945525e+00
-6.793141365051269531e-01,2.921685457229614258e+00,4.110404581097514942e+00,1.810032565793384229e+00
-8.127113342285156250e+00,1.307915925979614258e+00,1.401236957959854479e+00,6.029095184188155709e-01
-2.624047279357910156e+00,3.384677648544311523e+00,3.404893283858157371e+00,1.722963698327843352e+00
-7.990694522857666016e+00,-1.293147087097167969e+00,1.410709531738642886e+00,1.621696334902198444e-01
3.799035847187042236e-01,-4.845112800598144531e+00,4.131824371366533910e+00,4.738305195880288423e+00
2.602352201938629150e-01,2.854188680648803711e+00,4.416674104832837955e+00,1.978302902580934441e+00
5.098923206329345703e+00,-2.223892927169799805e+00,1.068721517521439068e+00,3.091574804958944878e+00
-2.593441963195800781e+00,-7.863866090774536133e-01,4.316424983941156590e+00,2.386552968974632871e-01
-5.267762660980224609e+00,1.153181433677673340e+00,2.897087575937414616e+00,6.991834286647661267e-01
-5.774010658264160156e+00,-6.210577964782714844e+00,1.240881732454452768e+00,5.316468569893499030e+00
7.527441501617431641e+00,-1.509478688240051270e+00,3.393364761198545687e-01,4.388198104827169210e+00
-1.723642110824584961e+00,2.789479121565818787e-02,4.571561576447030539e+00,6.680970163639035064e-01
6.829514026641845703e+00,-2.715634822845458984e+00,8.175700941839194602e-01,4.043200977730628587e+00
1.256234645843505859e+00,5.229193687438964844e+00,3.504889830957936159e+00,3.076805510409992284e+00
3.293261289596557617e+00,4.604025483131408691e-01,6.147516213569956811e+00,2.356143027262577405e+00
-7.244507312774658203e+00,4.166269674897193909e-02,2.083966755686661010e+00,3.141734339903932138e-01
4.057228088378906250e+00,4.358716011047363281e+00,4.368999661959502845e+00,3.621643893188043251e+00
4.836036205291748047e+00,-5.781167507171630859e+00,2.055522473554129537e+00,4.402132790264392526e+00
2.377462625503540039e+00,-1.393707096576690674e-01,1.521727983215173663e-01,1.886303886104414795e+00
-6.959812641143798828e+00,4.216309547424316406e+00,1.337853446901329457e+00,1.634510959912722106e+00
-7.480997562408447266e+00,9.894959926605224609e-01,1.890336237652279205e+00,6.068733296773504149e-01
-1.640540957450866699e+00,-3.174686908721923828e+00,5.129337052482124015e+00,5.807098735440949788e+00
-5.356670379638671875e+00,4.711936712265014648e-01,2.960580524993918328e+00,4.759559104770257898e-01
6.719359397888183594e+00,-5.097444653511047363e-01,9.182297580460771491e-02,3.872353020510762356e+00
-7.471127986907958984e+00,-1.939240574836730957e+00,1.915329856162789390e+00,6.179217447070085356e+00
6.816705226898193359e+00,2.404367446899414062e+00,5.226945206690579937e+00,4.220187148485815776e+00
-4.242590427398681641e+00,-5.004696249961853027e-01,3.512806563262675486e+00,1.314209297738784810e-01
5.146913051605224609e+00,-1.074872136116027832e+00,5.247624230378546972e-01,3.054278362112659462e+00
-4.007896423339843750e+00,-5.013284683227539062e+00,3.674137263418379984e-01,2.022750534028698033e-01
-5.518986701965332031e+00,2.943442344665527344e+00,2.403239787651872295e+00,1.370823794088156689e+00
9.958057999610900879e-01,-6.001556396484375000e+00,3.336512097902775587e+00,4.695069342851458494e+00
1.052135229110717773e+00,1.768556952476501465e+00,5.092310887327997193e+00,1.841105987568917079e+00
4.085381925106048584e-01,-4.823143005371093750e+00,4.140164092424429398e+00,4.722251238585015720e+00
-6.058157444000244141e+00,1.046316981315612793e+00,2.600861043219306445e+00,6.712635771083909075e-01
2.586733818054199219e+00,6.800126433372497559e-01,5.959460722509809294e+00,2.124950373954392902e+00
-7.538631439208984375e+00,-9.538130760192871094e-01,1.819953560324155895e+00,1.344069631051910130e-01
-2.018497705459594727e+00,4.799341201782226562e+00,2.978925101072348980e+00,2.296610067909531150e+00
-1.928663134574890137e+00,1.718171119689941406e+00,4.079788788967666058e+00,1.253883566830128471e+00
1.135986566543579102e+00,-6.180333614349365234e+00,3.210224570240514108e+00,4.725498680414693453e+00
-2.615533590316772461e+00,-1.949051499366760254e+00,4.381118426797244503e+00,6.007227653787212240e+00
-4.477288246154785156e+00,-3.790491521358489990e-01,3.418677398833714243e+00,1.653691301157260984e-01
4.903354167938232422e+00,-4.926614284515380859e+00,1.953440025814493497e+00,3.940977385100361996e+00
-4.795623779296875000e+00,-5.978495121002197266e+00,7.202122927980657563e-01,5.750928053979573740e+00
3.658369183540344238e-01,5.078806877136230469e+00,3.444124412011506209e+00,2.754447949504044590e+00
-2.566622018814086914e+00,1.788065314292907715e+00,3.856309376507117026e+00,1.207430458762727588e+00
-4.172709465026855469e+00,2.530484795570373535e-01,3.467712717921641818e+00,4.370416454214327007e-01
4.626160621643066406e+00,-4.957215785980224609e+00,2.059698110359190260e+00,3.885192293784867523e+00
-7.353841304779052734e+00,5.243295669555664062e+00,7.583137223378469960e-01,1.827298221979747561e+00
8.990566134452819824e-01,-9.906864166259765625e-01,6.278533200129261083e+00,1.023150986064737200e+00
1.521512985229492188e+00,-1.221041604876518250e-01,6.131013010528649332e+00,1.523474483731441120e+00
-7.708358764648437500e+00,2.546692848205566406e+00,1.504685708999652149e+00,9.710631216043773550e-01
-7.664520263671875000e+00,-5.155121684074401855e-01,1.760778894595906197e+00,2.264482598122715962e-01
5.533699035644531250e+00,-3.569140732288360596e-01,1.544073547317624251e-01,3.268150963829136391e+00
-4.282566547393798828e+00,-2.455601692199707031e+00,3.474804780373920821e+00,5.530317292748076596e+00
-4.805163860321044922e+00,-1.338166594505310059e-01,3.274699994546912851e+00,2.543788807819034048e-01
-4.735795974731445312e+00,3.402334690093994141e+00,2.599449537310066560e+00,1.605357188337640961e+00
5.378147602081298828e+00,3.328984260559082031e+00,4.895487734209877040e+00,3.704862821111110538e+00
-6.928597450256347656e+00,-2.685412168502807617e+00,2.237016202726811009e+00,5.795819349745730875e+00
-6.825455188751220703e+00,-2.931132555007934570e+00,2.229258494069345620e+00,5.650364331318973754e+00
7.192767143249511719e+00,-3.296545743942260742e+00,8.422957371639380186e-01,4.374691184262909260e+00
6.660701751708984375e+00,-3.649838209152221680e+00,1.061202041132613072e+00,4.163546141534964384e+00
-1.460850238800048828e+00,1.994095563888549805e+00,4.159716059462962967e+00,1.391244626428973286e+00
-3.816401958465576172e+00,-6.310787200927734375e+00,3.398958299082991963e-01,5.398323130497514555e+00
2.428818702697753906e+00,4.476317882537841797e+00,4.101907046426630288e+00,3.075074604942301004e+00
-1.944962739944458008e+00,-1.065631151199340820e+00,4.631658846320874545e+00,2.678816616415204965e-01
3.711392164230346680e+00,-3.869633674621582031e-01,3.819449178197551475e-01,2.427642496543230166e+00
1.265007019042968750e+00,-7.200192213058471680e-01,1.126384073997743346e-01,1.226332596048830714e+00
1.011459469795227051e+00,8.680406808853149414e-01,5.444800560358342700e+00,1.601776198099596815e+00
1.207570433616638184e+00,-8.442949652671813965e-01,1.388099710593195257e-01,1.172302460501750465e+00
-1.697105288505554199e+00,-3.847748041152954102e+00,5.431585223758660597e+00,5.613466668735042298e+00
5.047138214111328125e+00,3.141819238662719727e-01,6.179390930521462266e+00,3.108257102889138590e+00
3.422397971153259277e-01,-5.025464534759521484e+00,4.041934810631488517e+00,4.765016683225598904e+00
8.909990191459655762e-01,5.335962772369384766e+00,3.346808491129531937e+00,3.049136355708005564e+00
4.246822834014892578e+00,3.138078689575195312e+00,4.942429226850967083e+00,3.169060569331258126e+00
