ruido,k,fracao_2_modos_mediana,razao_lambda2_lambda3_mediana
False,10,0.9989343043275765,301.8537225374557
False,20,0.9977372438892647,163.6676126977561
False,40,0.9957055331317094,98.25314926558437
False,80,0.9910750359301423,48.654533907538266
True,10,0.7514443649627985,4.427166095900061
True,20,0.8345844939529335,14.764408988172192
True,40,0.901723500906841,41.01297482375698
True,80,0.9394814606657649,41.596705251367624
