y1,y2,theta,phi
-3.436664962768554688e+01,1.040804290771484375e+01,5.431585223758660597e+00,5.613466668735042298e+00
2.960698127746582031e+00,5.038555526733398438e+01,6.179390930521462266e+00,3.108257102889138590e+00
-2.171697807312011719e+01,7.460515499114990234e+00,4.041934810631488517e+00,4.765016683225598904e+00
2.488669633865356445e+00,3.343012332916259766e+00,3.346808491129531937e+00,3.049136355708005564e+00
-3.923707485198974609e+00,3.366479873657226562e+01,4.942429226850967083e+00,3.169060569331258126e+00
-4.664748764038085938e+01,-2.771771812438964844e+01,6.665119787769694382e-01,5.873233242672435850e+00
1.384790134429931641e+01,2.631308746337890625e+01,4.804971637305747834e+00,1.936714058552143181e+00
-1.615947151184082031e+01,-2.285034370422363281e+01,1.513069084351085225e+00,4.641409365035524814e+00
3.375030517578125000e+01,-1.795806312561035156e+01,2.384435524216091284e+00,9.694091999967586748e-01
-1.788529586791992188e+01,3.996099710464477539e+00,3.591689867903532285e+00,4.434730741820463784e+00
-3.704255676269531250e+01,-3.959921646118164062e+01,1.797929552884329318e+00,5.393070848555065133e+00
-1.173463439941406250e+01,-2.178913497924804688e+01,1.835165597211103394e+00,4.347468239336927276e+00
2.318688392639160156e+01,-1.290032100677490234e+01,3.201983650136439152e+00,1.407241290344613871e+00
2.358665657043457031e+01,-5.428859710693359375e+00,2.731726649246330574e+00,2.209248451949282099e+00
-1.873673439025878906e+01,3.401143264770507812e+01,5.606127939465752164e+00,3.865582538946118252e+00
4.212707138061523438e+01,1.821252107620239258e+00,1.551975677349335614e+00,1.561940464949284069e+00
1.472010993957519531e+01,-1.498747587203979492e+00,3.144646595554842605e+00,2.632066276137044358e+00
-2.950074386596679688e+01,3.276138305664062500e+01,6.091115087055947619e+00,4.094484316909114519e+00
2.321488952636718750e+01,4.484007644653320312e+01,6.273011046304581839e+00,1.760909702180201375e+00
-2.535205268859863281e+01,2.792896461486816406e+01,5.830788358682418071e+00,4.590662908064843784e+00
-7.269472599029541016e+00,-5.164019393920898438e+01,3.676031481074811147e+00,5.699089489961749244e+00
4.122439193725585938e+01,-2.197522163391113281e+01,2.215335764218403281e+00,6.682602485974515893e-01
1.768903350830078125e+01,3.878017807006835938e+01,5.368208549871993363e+00,1.729210385572140796e+00
3.436075973510742188e+01,2.716378021240234375e+01,5.549395883134262242e+00,8.039176473685910596e-01
-3.934140777587890625e+01,-7.766042947769165039e-01,4.735697087761704616e+00,6.036646116505532511e+00
2.846839523315429688e+01,-1.108412361145019531e+01,2.677590448299087988e+00,1.666227987888370343e+00
5.581896209716796875e+01,5.959317207336425781e+00,9.182215992455906584e-01,1.742465805596952189e+00
1.975459694862365723e+00,7.207282066345214844e+00,3.684343452799346164e+00,2.939098778349400032e+00
3.119742012023925781e+01,2.463244056701660156e+01,5.225617812010739271e+00,3.495576553072398673e-01
1.863837814331054688e+01,-4.374439239501953125e+01,3.639573042509086864e+00,1.562579370184001837e-01
2.354964256286621094e+00,5.086616897583007812e+01,6.267493334875419819e+00,3.173831759178231682e+00
1.408924579620361328e+00,3.029154396057128906e+01,4.585780121837663259e+00,2.739682511920026098e+00
4.034942626953125000e+01,2.030577659606933594e+00,1.568009671484255962e+00,1.838805527287893371e+00
4.291408920288085938e+01,-1.382895755767822266e+01,2.058948565850803547e+00,1.306955403658742298e+00
1.175246334075927734e+01,-3.847509002685546875e+01,4.319881452772090569e+00,8.333702450190817457e-01
-1.169301509857177734e+01,3.376353454589843750e+01,5.189405768658414964e+00,3.699618537321858192e+00
-6.304885864257812500e+00,1.591564273834228516e+01,4.563596227483317058e+00,3.601320039658708172e+00
-5.879946231842041016e+00,3.277293014526367188e+01,4.966504741529101707e+00,3.427973845723922164e+00
-2.470089912414550781e+01,3.720493698120117188e+01,5.992120303037717477e+00,3.638290105245598927e+00
3.928386306762695312e+01,2.972625732421875000e+01,6.048640342831276939e+00,9.455093628931382499e-01
-6.616838455200195312e+00,-5.163566207885742188e+01,3.662852203874142010e+00,5.810119460969269234e+00
2.196186065673828125e+00,-1.332315921783447266e+01,2.080645743193612507e+00,3.567225056559926166e+00
3.108309745788574219e+00,4.991107940673828125e+01,6.137809844142782190e+00,3.098575293834194166e+00
5.477088165283203125e+01,1.432090091705322266e+01,6.522730333865585095e-01,2.221360673648876016e+00
-3.272396850585937500e+01,1.159946537017822266e+01,5.286668327981935533e+00,5.413976095167218006e+00
-3.068859863281250000e+01,3.000821685791015625e+01,6.229600958139148936e+00,4.817866753644081790e+00
-1.170379400253295898e+00,-2.440153837203979492e+00,2.936703480947322031e+00,3.688875320552420956e+00
6.115972995758056641e+00,-3.949716949462890625e+01,4.564867339439791394e+00,3.383970032577546250e-01
-1.633946800231933594e+01,-6.305353641510009766e+00,3.233262660150801437e+00,4.848274368752291785e+00
2.009107112884521484e+00,-1.363834953308105469e+01,2.055358082216139692e+00,3.602759062207804952e+00
3.393461608886718750e+01,-2.130508804321289062e+01,2.622670783915179271e+00,7.925844660621812476e-01
-3.865068817138671875e+01,-3.649981737136840820e+00,4.533124927559250672e+00,6.160037249188757613e+00
-3.478035736083984375e+01,-3.447988128662109375e+01,1.295956126353884130e+00,6.094883510544296890e+00
-3.961833572387695312e+01,-2.175416564941406250e+01,5.397547336441266275e-01,4.264244671335645775e-01
3.923246383666992188e+01,3.699033260345458984e+00,1.411792976389532051e+00,2.101434963060264227e+00
-3.932769775390625000e+01,-1.664356112480163574e+00,4.650554273137404770e+00,5.983900384238339143e+00
1.426064109802246094e+01,5.149740600585937500e+01,8.432086674142995342e-02,2.697240360057554298e+00
-3.127882480621337891e+00,5.645281219482421875e+01,7.669767398890982024e-01,3.233026978666799334e+00
2.178609466552734375e+01,-1.087179374694824219e+01,3.245749272252185680e+00,1.702749227352688743e+00
-2.266248512268066406e+01,2.070123291015625000e+01,4.795840366311230341e+00,4.629166719843521349e+00
-3.213721466064453125e+01,3.738782501220703125e+01,2.494569051576846774e-01,3.938562384219594925e+00
-4.044877624511718750e+01,-1.959068894386291504e+00,4.612588404881119430e+00,5.901501442343771053e+00
2.439975166320800781e+01,-6.341566562652587891e+00,2.857598292435253651e+00,1.938527466223913809e+00
1.772424316406250000e+01,-3.323974990844726562e+01,3.840129696103266266e+00,8.317623026820273324e-01
-4.633371353149414062e+01,-2.901280784606933594e+01,8.323753729635688936e-01,5.947758810414644159e+00
1.485041999816894531e+01,2.532684707641601562e+01,4.649436954708197511e+00,1.798245142027869559e+00
1.633131790161132812e+01,-3.149377822875976562e+01,3.998521699160188625e+00,9.751865149008164257e-01
-3.563801956176757812e+01,-3.609976959228515625e+01,1.497206144638595138e+00,5.996202853511809039e+00
-3.055380582809448242e+00,3.780300903320312500e+01,5.235289161662239898e+00,2.601215776372394206e+00
1.295550107955932617e+00,-1.851513671875000000e+01,1.695433791728414352e+00,3.780294071549233248e+00
2.172182464599609375e+01,-4.435911941528320312e+01,3.396781702670155667e+00,4.559853574497308576e-02
-5.574851226806640625e+01,1.889801597595214844e+01,6.179053988045664081e-01,4.004872799346101964e+00
-2.435518074035644531e+01,2.232348632812500000e+01,5.244745595512125824e+00,4.669621048370094840e+00
1.798304939270019531e+01,3.031808090209960938e+01,5.005492753837364361e+00,1.709798962272145229e+00
2.341864013671875000e+01,2.624724578857421875e+01,4.788559031307752178e+00,1.219390289986573839e+00
2.767334747314453125e+01,-2.910067749023437500e+01,3.238175935819108897e+00,1.020725148414318051e+00
2.510827302932739258e+00,-1.211830520629882812e+01,2.274669656907994497e+00,3.507917844593737566e+00
-4.745946121215820312e+01,-3.596694946289062500e+01,1.328930572831453549e+00,5.581042294494872102e+00
-1.313849830627441406e+01,1.478067684173583984e+01,4.153812672187898514e+00,4.254937683175842089e+00
2.755625915527343750e+01,-1.120929241180419922e+01,2.785386433231133552e+00,1.652772408024098194e+00
5.441985702514648438e+01,1.517907428741455078e+01,6.014799438404249132e-01,2.357286364470981166e+00
3.131567764282226562e+01,-2.447855758666992188e+01,2.849716714168589515e+00,1.004107568603527900e+00
1.967118644714355469e+01,-3.406329870223999023e+00,3.321097532597480750e+00,2.360696200592164562e+00
1.337170600891113281e+01,4.529860687255859375e+01,5.752158272044919585e+00,2.229585944064478298e+00
-2.364982414245605469e+01,2.766374778747558594e+01,5.653403051023533799e+00,4.238183172559554457e+00
3.147192192077636719e+01,5.804120302200317383e-01,2.483880908176162361e+00,2.526788324303761879e+00
-3.659487533569335938e+01,-3.856318283081054688e+01,1.835726049791118530e+00,5.745592474300361019e+00
1.243255710601806641e+01,-3.917314910888671875e+01,4.225608254020245980e+00,6.047018567090138852e-01
-1.725638961791992188e+01,-2.480419349670410156e+01,1.624130192936515726e+00,4.877654999106282752e+00
-1.753289580345153809e+00,5.344740295410156250e+01,5.454953018523194253e-01,3.564847953820198700e+00
-3.428208541870117188e+01,-3.060854339599609375e+01,9.527724697297280665e-01,2.471631914673479424e-01
1.754389190673828125e+01,-3.432492446899414062e+01,3.848255852117237641e+00,6.764835165315626897e-01
3.832527542114257812e+01,2.524803161621093750e+00,1.613992326855299808e+00,2.163088244297779461e+00
3.837223434448242188e+01,-2.535589599609375000e+01,2.598463340766509422e+00,3.290647163132118802e-01
7.796968936920166016e+00,-3.682559585571289062e+01,4.775769041578632468e+00,7.134201590646012114e-01
2.403018760681152344e+01,2.660831832885742188e+01,4.877740951063417540e+00,1.130079973802294191e+00
-2.582513427734375000e+01,-3.969091415405273438e+01,2.187395747922261879e+00,6.148961858177380613e+00
4.292652383446693420e-02,5.369858169555664062e+01,3.638214122264114558e-01,3.257833271026897570e+00
5.645690536499023438e+01,6.168481826782226562e+00,8.708829342645548754e-01,1.721021517631710740e+00
-4.748783874511718750e+01,-2.823321342468261719e+01,7.133321154142219234e-01,5.769811466225318597e+00
-3.618707275390625000e+01,-3.741400146484375000e+01,1.681456504829783816e+00,5.881837710963404575e+00
3.367845916748046875e+01,4.563372611999511719e+00,2.026853922604006542e+00,2.722465166090336286e+00
-1.020763397216796875e+00,5.637569427490234375e+01,5.327934050108529274e-01,3.095678793608330093e+00
-3.969386672973632812e+01,-3.133065462112426758e+00,4.522345148145524796e+00,5.979525374832670437e+00
5.096870040893554688e+01,-1.303539085388183594e+01,1.484501752191434321e+00,8.816072832266519388e-01
2.622165107727050781e+01,-3.924091720581054688e+01,3.485182207354427852e+00,5.443387295355722744e-01
-7.454266399145126343e-02,1.168995571136474609e+01,4.045084556987658786e+00,3.242357578439989396e+00
-2.189767265319824219e+01,4.732882022857666016e+00,3.828330103513551741e+00,5.030768723740879800e+00
-3.258268117904663086e+00,-3.327649354934692383e+00,2.877350266440909632e+00,3.962026806169005155e+00
1.551440048217773438e+01,4.158451080322265625e+01,5.551535908312922096e+00,1.952551597909300884e+00
3.858520126342773438e+01,2.978513336181640625e+01,5.969726568619818430e+00,9.450098198940064531e-01
3.348704147338867188e+01,1.019639730453491211e+00,2.131443744894271131e+00,2.341604004543163864e+00
1.627657175064086914e+00,5.309946060180664062e+00,3.623837358943632569e+00,3.203180410590044769e+00
4.005285263061523438e+00,4.868450927734375000e+01,5.892312589988433658e+00,3.190888004594345961e+00
-3.980159759521484375e+01,-2.119116783142089844e+00,4.620035606179796694e+00,5.950967477639784953e+00
4.943009567260742188e+01,-1.412269687652587891e+01,1.639872636228649982e+00,7.442958524787923746e-01
-1.718441009521484375e+01,-2.389026451110839844e+01,1.533969147317159942e+00,4.810283376088438700e+00
-2.344820976257324219e+01,2.201254653930664062e+01,5.113795233315729050e+00,4.530202051812279862e+00
1.349568271636962891e+01,-4.397687911987304688e+00,2.690925017980039247e+00,2.784058685088772744e+00
1.775778961181640625e+01,-3.271603393554687500e+01,3.838986356892567287e+00,8.743392771778275563e-01
6.785167217254638672e+00,-3.813106155395507812e+01,4.687200481603229107e+00,4.711658333496098194e-01
5.341305160522460938e+01,1.497035694122314453e+01,7.901724096977653655e-01,2.510840219220849434e+00
1.157850384712219238e+00,3.099680137634277344e+01,4.766822703661460991e+00,2.803123756140608602e+00
1.789632415771484375e+01,2.950869369506835938e+01,4.885098962490763697e+00,1.690079390627650335e+00
-5.797864151000976562e+01,1.812752914428710938e+01,9.402674863677913386e-01,3.890388261747445675e+00
-4.804939270019531250e+01,-3.561398315429687500e+01,1.171436638897249694e+00,5.435661612842751289e+00
2.247087669372558594e+01,2.576391220092773438e+01,4.678667004801684293e+00,1.430145470684740294e+00
-1.492596268653869629e+00,-9.625916481018066406e+00,2.581003251712390423e+00,3.744392789879139372e+00
-1.930568885803222656e+01,3.380336761474609375e+01,5.625295435192290583e+00,3.887654522189748718e+00
-1.891827392578125000e+01,3.315325546264648438e+01,5.556256051481447855e+00,3.954310265338178976e+00
2.883080863952636719e+01,2.572878837585449219e+01,5.154290780775286684e+00,6.750170932861420114e-01
5.563929748535156250e+01,9.901449203491210938e+00,9.189208819313638976e-01,1.998181324752875021e+00
1.788822174072265625e+01,3.836921310424804688e+01,5.328384125893109058e+00,1.694260936524437211e+00
-5.084537887573242188e+01,-3.389380264282226562e+01,6.822970968550782223e-01,5.070545998736941229e+00
-3.655199813842773438e+01,7.842470169067382812e+00,5.527293603386563170e+00,6.002509125620733244e+00
4.921156311035156250e+01,-1.449600124359130859e+01,1.645131451394229893e+00,6.996178782026634124e-01
-1.336352348327636719e+01,-2.660285186767578125e+01,1.967501520681250948e+00,4.949393505304883867e+00
9.673903465270996094e+00,4.608863067626953125e+01,5.887630426325260125e+00,2.676506753614044332e+00
2.394621276855468750e+01,2.895856475830078125e+01,5.214315841961459697e+00,1.198807124661326551e+00
4.411713409423828125e+01,-1.437511825561523438e+01,1.935132939962564524e+00,1.109558726289268771e+00
-9.892470836639404297e-01,-1.037388706207275391e+01,2.374379745364579630e+00,3.741290675603957450e+00
-2.457089233398437500e+01,2.780920600891113281e+01,5.745715689922642255e+00,4.397278341756350351e+00
1.425113773345947266e+01,-4.003144836425781250e+01,4.035792740438374437e+00,4.876760956227174648e-01
1.943192100524902344e+01,3.042767715454101562e+01,5.044802631146274585e+00,1.576066594544627941e+00
-4.758054351806640625e+01,-2.990744781494140625e+01,9.552556331686220537e-01,5.732173373327236199e+00
-3.744676351547241211e+00,6.030749678611755371e-01,3.393381396303258413e+00,3.886824901855246761e+00
-1.644729804992675781e+01,3.406644058227539062e+01,5.436789015079813936e+00,3.814000284408920471e+00
1.715078711509704590e+00,-1.319573640823364258e+00,2.818598263793452574e+00,3.355390335391080114e+00
5.970497608184814453e+00,-4.075287628173828125e+01,4.441534534858289973e+00,2.994558639135117550e-01
3.688823318481445312e+01,5.381608963012695312e+00,1.415577820797808695e+00,2.551026014188797930e+00
3.440484237670898438e+01,-2.062721824645996094e+01,2.568246725832938004e+00,7.705255879021232213e-01
5.750174713134765625e+01,6.206036090850830078e+00,7.717042958501221239e-01,1.649024138454649346e+00
-1.413774299621582031e+01,-2.394288444519042969e+01,1.780540703239261280e+00,4.618182231796811088e+00
-4.269343566894531250e+01,-1.659525108337402344e+01,5.896640629802126554e+00,1.585481927394740143e-01
1.125293540954589844e+01,2.346555519104003906e+01,4.512317108907147656e+00,2.259904410530532815e+00
-4.536072540283203125e+01,-1.869263267517089844e+01,4.750455271451880374e-02,6.123658777937554198e+00
1.728380918502807617e+00,7.657431125640869141e+00,3.787393035695532539e+00,3.004716858233114962e+00
-1.588676261901855469e+01,3.559943389892578125e+01,5.569048037095136294e+00,3.683395883414818606e+00
-1.449065589904785156e+01,-6.000225543975830078e+00,3.029329258623343346e+00,4.683979939677710647e+00
-1.851386904716491699e+00,-9.887811660766601562e+00,2.540131643478684698e+00,3.888803051983480419e+00
3.308077239990234375e+01,-2.842526054382324219e+01,2.946924370553305472e+00,5.362040956709168693e-01
-3.046446990966796875e+01,3.105766677856445312e+01,6.233110044166003227e+00,4.505993451742474676e+00
-4.581770706176757812e+01,-2.667742538452148438e+01,4.624999202968998468e-01,6.015665742628154788e+00
-2.072238731384277344e+01,3.281711196899414062e+01,5.777689716347357951e+00,4.033831158333685885e+00
3.411080169677734375e+01,-1.928831100463867188e+01,2.470893124428057419e+00,8.584086276911164770e-01
-2.161278963088989258e+00,3.363114833831787109e+00,3.661110648773497900e+00,3.513056530394022214e+00
5.497906494140625000e+01,-5.109200000762939453e+00,1.179775709787989735e+00,9.970792020911980469e-01
3.595539855957031250e+01,6.839072108268737793e-01,1.868349109691929799e+00,2.085382117407312386e+00
2.313420534133911133e+00,-1.732534599304199219e+01,1.843268998671725001e+00,3.650890137639196453e+00
3.728566360473632812e+01,2.894773101806640625e+01,5.851023221092169990e+00,7.221065199756599995e-01
-3.013587570190429688e+01,3.172242736816406250e+01,6.175456112218768112e+00,4.355501356959839754e+00
1.469301104545593262e+00,-1.883851623535156250e+01,1.680850111394315949e+00,3.782128626642290214e+00
3.891936779022216797e+00,-1.221677875518798828e+01,2.148677894335491168e+00,3.328441549965623469e+00
-3.461495590209960938e+01,-3.311632537841796875e+01,1.048376174941930916e+00,6.169050042487110197e+00
-1.075808429718017578e+01,1.470487022399902344e+01,4.130017461630478337e+00,3.934789608601927391e+00
-1.671583938598632812e+01,-2.464119911193847656e+01,1.630689166373568311e+00,4.830162533985616236e+00
3.968641662597656250e+01,-2.468844604492187500e+01,2.315691354751157061e+00,2.002813699968492567e-01
2.677076530456542969e+01,-1.161882019042968750e+01,2.891293144692204553e+00,1.531391355608578086e+00
1.093529319763183594e+01,4.562198257446289062e+01,5.721586506417480678e+00,2.478085591199052029e+00
-1.825943946838378906e+01,-4.705921554565429688e+01,2.813176918950149208e+00,5.718537656076511766e+00
-3.684999847412109375e+01,3.309248352050781250e+01,4.650160940771008722e-01,4.258492309602052828e+00
-7.847377777099609375e+00,5.925339889526367188e+01,1.282022836326636162e+00,3.136453747028326688e+00
-3.829973602294921875e+01,2.889206886291503906e+00,5.029963799411445002e+00,6.041334287659056557e+00
1.628572654724121094e+01,-4.230304336547851562e+01,3.831919616920513860e+00,2.452301958188471132e-01
-2.472814369201660156e+01,3.717644882202148438e+01,5.999115610183525682e+00,3.706500606144087495e+00
-2.114590883255004883e+00,3.056953907012939453e+00,3.567989962723299158e+00,3.508188480342510740e+00
-2.770135116577148438e+01,1.171228504180908203e+01,4.677781413950102163e+00,5.000191480473005434e+00
-1.806507682800292969e+01,4.468648910522460938e+00,3.754825825968974407e+00,4.432926883277292340e+00
4.884748935699462891e+00,-4.211597824096679688e+01,4.391762627007186559e+00,7.852265223838945929e-02
-3.357236480712890625e+01,1.612112045288085938e+01,5.837111680170965933e+00,5.007121134098567516e+00
1.436390018463134766e+01,-4.174308478832244873e-01,3.299714371861917517e+00,2.675064349534163721e+00
1.272771835327148438e+01,2.633693504333496094e+01,4.841738955273036993e+00,2.179918886730584759e+00
1.544440555572509766e+01,-4.674615859985351562e+01,4.047150136443183222e+00,5.963116946163363963e+00
-5.417840480804443359e-01,1.158778858184814453e+01,4.102297529701548484e+00,3.217972321464463992e+00
3.826157379150390625e+01,5.320332050323486328e+00,1.152474630849614767e+00,2.293233173457795981e+00
-2.022624397277832031e+01,2.140991973876953125e+01,4.890673258054907713e+00,4.111995765080500576e+00
5.650245285034179688e+01,7.298456192016601562e+00,8.127564706823005025e-01,1.776354366067047330e+00
-1.984326171875000000e+01,4.993695259094238281e+00,3.794468465158859605e+00,4.744709173563248505e+00
2.633021593093872070e+00,3.023369979858398438e+01,4.788335670614733530e+00,2.511372302162085735e+00
-4.674597549438476562e+01,-1.809777641296386719e+01,6.132352644965117783e+00,5.924180327542774904e+00
-1.087384128570556641e+01,-4.694139862060546875e+01,3.035799495473509246e+00,5.391323963666668106e+00
-5.549592590332031250e+01,1.670279502868652344e+01,8.655031308039681237e-01,4.176366468023429590e+00
1.434311389923095703e+01,5.134577560424804688e+01,9.846998354598607284e-02,2.600773989425163801e+00
