entrada,knn_intrinseco_min,knn_intrinseco_max,correlacao_min,correlacao_max,vizinhos_verdadeiros_em_todas
ambiente,0.7129629629629629,0.8131481481481481,0.4612367908005982,0.6314906298539916,0.4438888888888889
intrinseca,0.7125925925925926,0.7877777777777778,0.5022629895942494,0.6310204571111795,0.4242592592592593
