ativacao,entrada,epoca,modo,residuo
Tanh,Fourier explícito,160,17,0.0038442545533237697
Tanh,Fourier explícito,180,1,0.0016173127298020039
Tanh,Fourier explícito,180,3,0.0016921018137824539
Tanh,Fourier explícito,180,9,0.0028362602443954004
Tanh,Fourier explícito,180,17,0.00317226495903003
Tanh,Fourier explícito,200,1,0.001234155680622675
Tanh,Fourier explícito,200,3,0.0014191599668933698
Tanh,Fourier explícito,200,9,0.0023108882893674
Tanh,Fourier explícito,200,17,0.0026459183118637854
Tanh,Fourier explícito,220,1,0.0009163082870393822
Tanh,Fourier explícito,220,3,0.0011766831723077503
Tanh,Fourier explícito,220,9,0.0018488478166873087
Tanh,Fourier explícito,220,17,0.002187163881148501
Tanh,Fourier explícito,240,1,0.0006723814083554872
Tanh,Fourier explícito,240,3,0.0009664523077105461
Tanh,Fourier explícito,240,9,0.001459568680398836
Tanh,Fourier explícito,240,17,0.0017854730235542216
Tanh,Fourier explícito,260,1,0.00048625408249575516
Tanh,Fourier explícito,260,3,0.0007869072967145115
Tanh,Fourier explícito,260,9,0.0011425827099039241
Tanh,Fourier explícito,260,17,0.0014464660148075224
Tanh,Fourier explícito,280,1,0.00034705327420457566
Tanh,Fourier explícito,280,3,0.0006361410466731602
Tanh,Fourier explícito,280,9,0.000889046355748659
Tanh,Fourier explícito,280,17,0.0011658475767303011
Tanh,Fourier explícito,300,1,0.0002452109153487624
Tanh,Fourier explícito,300,3,0.0005111441126237606
Tanh,Fourier explícito,300,9,0.0006890583482209446
Tanh,Fourier explícito,300,17,0.0009365525686224544
Tanh,Fourier explícito,320,1,0.000171798978452186
Tanh,Fourier explícito,320,3,0.0004084075535584715
Tanh,Fourier explícito,320,9,0.0005334718062620855
Tanh,Fourier explícito,320,17,0.0007515598746845011
Tanh,Fourier explícito,340,1,0.00011959076433548092
Tanh,Fourier explícito,340,3,0.00032482640299503823
Tanh,Fourier explícito,340,9,0.0004135859250614734
Tanh,Fourier explícito,340,17,0.0006039215424669467
Tanh,Fourier explícito,360,1,8.275902097431437e-05
Tanh,Fourier explícito,360,3,0.00025749149797135745
Tanh,Fourier explícito,360,9,0.00032201455832129786
Tanh,Fourier explícito,360,17,0.00048724050929262083
Tanh,Fourier explícito,380,1,5.703004985179872e-05
Tanh,Fourier explícito,380,3,0.00020389736135570496
Tanh,Fourier explícito,380,9,0.0002525250592687864
Tanh,Fourier explícito,380,17,0.0003954749871832835
Tanh,Fourier explícito,400,1,3.9072120888358e-05
Tanh,Fourier explícito,400,3,0.0001614658918025619
Tanh,Fourier explícito,400,9,0.00020000724661710874
Tanh,Fourier explícito,400,17,0.00032367324427078775
Tanh,Fourier explícito,420,1,2.661100825019783e-05
Tanh,Fourier explícito,420,3,0.00012814612323954142
Tanh,Fourier explícito,420,9,0.00016046638961159692
Tanh,Fourier explícito,420,17,0.0002675361340833727
Tanh,Fourier explícito,440,1,1.8012621184548525e-05
Tanh,Fourier explícito,440,3,0.00010209764224003484
Tanh,Fourier explícito,440,9,0.00013071742435402813
Tanh,Fourier explícito,440,17,0.00022364872778424586
Tanh,Fourier explícito,460,1,1.2063360431498803e-05
Tanh,Fourier explícito,460,3,8.171631823283065e-05
Tanh,Fourier explícito,460,9,0.00010841428171273126
Tanh,Fourier explícito,460,17,0.00018909400973647327
Tanh,Fourier explícito,480,1,8.055415145170866e-06
Tanh,Fourier explícito,480,3,6.581202131698144e-05
Tanh,Fourier explícito,480,9,9.159812298032235e-05
Tanh,Fourier explícito,480,17,0.00016186751692106826
Tanh,Fourier explícito,500,1,5.373342776053796e-06
Tanh,Fourier explícito,500,3,5.3282622837102174e-05
Tanh,Fourier explícito,500,9,7.885779259989198e-05
Tanh,Fourier explícito,500,17,0.0001402247379019363
Tanh,Fourier explícito,520,1,3.6248289433057286e-06
Tanh,Fourier explícito,520,3,4.337663059701035e-05
Tanh,Fourier explícito,520,9,6.9118599061057e-05
Tanh,Fourier explícito,520,17,0.0001228112767481162
Tanh,Fourier explícito,540,1,2.563168487068552e-06
Tanh,Fourier explícito,540,3,3.556764924211962e-05
Tanh,Fourier explícito,540,9,6.163164347907026e-05
Tanh,Fourier explícito,540,17,0.0001086871343280825
Tanh,Fourier explícito,560,1,2.0392220272730485e-06
Tanh,Fourier explícito,560,3,2.921660106713265e-05
Tanh,Fourier explícito,560,9,5.5725541722679064e-05
Tanh,Fourier explícito,560,17,9.721356561112031e-05
Tanh,Fourier explícito,580,1,1.7972293615355667e-06
Tanh,Fourier explícito,580,3,2.415963756319222e-05
Tanh,Fourier explícito,580,9,5.109575444542947e-05
Tanh,Fourier explícito,580,17,8.773062354454697e-05
Tanh,Fourier explícito,600,1,1.875445207936133e-06
Tanh,Fourier explícito,600,3,1.9977837155581323e-05
Tanh,Fourier explícito,600,9,4.734497891806082e-05
Tanh,Fourier explícito,600,17,7.986526064664866e-05
Tanh,Fourier explícito,620,1,2.0533283908416375e-06
Tanh,Fourier explícito,620,3,1.6543818516577227e-05
Tanh,Fourier explícito,620,9,4.416074384828498e-05
Tanh,Fourier explícito,620,17,7.322327420921543e-05
Tanh,Fourier explícito,640,1,2.4019524054184276e-06
Tanh,Fourier explícito,640,3,1.3687454977988284e-05
Tanh,Fourier explícito,640,9,4.168833709253981e-05
Tanh,Fourier explícito,640,17,6.762803679571469e-05
Tanh,Fourier explícito,660,1,2.7581622902162013e-06
Tanh,Fourier explícito,660,3,1.1258057754681408e-05
Tanh,Fourier explícito,660,9,3.9416441205964426e-05
Tanh,Fourier explícito,660,17,6.286003785236212e-05
Tanh,Fourier explícito,680,1,3.2301982242447115e-06
Tanh,Fourier explícito,680,3,9.258224795535044e-06
Tanh,Fourier explícito,680,9,3.753320748871692e-05
Tanh,Fourier explícito,680,17,5.8708437839396853e-05
Tanh,Fourier explícito,700,1,3.6869323449272324e-06
Tanh,Fourier explícito,700,3,7.572174847512877e-06
Tanh,Fourier explícito,700,9,3.5825383099004685e-05
Tanh,Fourier explícito,700,17,5.520630854056853e-05
Tanh,Fourier explícito,720,1,4.174465522258092e-06
Tanh,Fourier explícito,720,3,6.106047303013923e-06
Tanh,Fourier explícito,720,9,3.4318215502483547e-05
Tanh,Fourier explícito,720,17,5.211255646530445e-05
Tanh,Fourier explícito,740,1,4.590812089754481e-06
Tanh,Fourier explícito,740,3,4.83831287855992e-06
Tanh,Fourier explícito,740,9,3.301478350097712e-05
Tanh,Fourier explícito,740,17,4.935404960294618e-05
Tanh,Fourier explícito,760,1,5.120185553494622e-06
Tanh,Fourier explícito,760,3,3.774420480045426e-06
Tanh,Fourier explícito,760,9,3.170661854011705e-05
Tanh,Fourier explícito,760,17,4.694803550025859e-05
Tanh,Fourier explícito,780,1,5.498629301647936e-06
Tanh,Fourier explícito,780,3,2.876093682988338e-06
Tanh,Fourier explícito,780,9,3.061969149195216e-05
Tanh,Fourier explícito,780,17,4.4817871170321504e-05
Tanh,Fourier explícito,800,1,5.8941264290163216e-06
Tanh,Fourier explícito,800,3,2.0385348116081335e-06
Tanh,Fourier explícito,800,9,2.962045705394597e-05
Tanh,Fourier explícito,800,17,4.2851912361069236e-05
Tanh,Fourier explícito,820,1,6.216151411377679e-06
Tanh,Fourier explícito,820,3,1.3957867300356793e-06
Tanh,Fourier explícito,820,9,2.8599197734010425e-05
Tanh,Fourier explícito,820,17,4.112260976815793e-05
Tanh,Fourier explícito,840,1,6.59152522055965e-06
Tanh,Fourier explícito,840,3,7.049727375742499e-07
Tanh,Fourier explícito,840,9,2.7730888986686965e-05
Tanh,Fourier explícito,840,17,3.963200734501921e-05
Tanh,Fourier explícito,860,1,6.811466117047512e-06
Tanh,Fourier explícito,860,3,2.2213715596049995e-07
Tanh,Fourier explícito,860,9,2.686029627102316e-05
Tanh,Fourier explícito,860,17,3.813117336738187e-05
Tanh,Fourier explícito,880,1,7.131761966524581e-06
Tanh,Fourier explícito,880,3,2.5391211529352256e-07
Tanh,Fourier explícito,880,9,2.6150678187872612e-05
Tanh,Fourier explícito,880,17,3.6829684556969835e-05
Tanh,Fourier explícito,900,1,7.2709492017746466e-06
Tanh,Fourier explícito,900,3,6.85887435456754e-07
Tanh,Fourier explícito,900,9,2.530222439667604e-05
Tanh,Fourier explícito,900,17,3.565270607725925e-05
Tanh,Fourier explícito,920,1,7.489603588743283e-06
Tanh,Fourier explícito,920,3,1.046260703549089e-06
Tanh,Fourier explícito,920,9,2.4654703645409983e-05
Tanh,Fourier explícito,920,17,3.450178836718115e-05
Tanh,Fourier explícito,940,1,7.647825150793974e-06
Tanh,Fourier explícito,940,3,1.2999255206164573e-06
Tanh,Fourier explícito,940,9,2.3972805564736e-05
Tanh,Fourier explícito,940,17,3.3519624487545126e-05
Tanh,Fourier explícito,960,1,7.714060434554074e-06
Tanh,Fourier explícito,960,3,1.6379035508752743e-06
Tanh,Fourier explícito,960,9,2.3339157841581898e-05
Tanh,Fourier explícito,960,17,3.25362774603335e-05
Tanh,Fourier explícito,980,1,7.882047248858079e-06
Tanh,Fourier explícito,980,3,1.8466447715828011e-06
Tanh,Fourier explícito,980,9,2.2772454956952013e-05
Tanh,Fourier explícito,980,17,3.161494193171064e-05
Tanh,Fourier explícito,1000,1,7.941883144590953e-06
Tanh,Fourier explícito,1000,3,2.067304474494217e-06
Tanh,Fourier explícito,1000,9,2.2136386042820076e-05
Tanh,Fourier explícito,1000,17,3.079440995388012e-05
Tanh,Fourier explícito,1020,1,8.029276657992722e-06
Tanh,Fourier explícito,1020,3,2.224649636699771e-06
Tanh,Fourier explícito,1020,9,2.1628135810200044e-05
Tanh,Fourier explícito,1020,17,2.996192923610039e-05
Tanh,Fourier explícito,1040,1,8.090933053495861e-06
Tanh,Fourier explícito,1040,3,2.436404615482911e-06
Tanh,Fourier explícito,1040,9,2.1138921758140267e-05
Tanh,Fourier explícito,1040,17,2.9213473321722673e-05
Tanh,Fourier explícito,1060,1,8.095682278811977e-06
Tanh,Fourier explícito,1060,3,2.5487352519716153e-06
Tanh,Fourier explícito,1060,9,2.0598988760271448e-05
Tanh,Fourier explícito,1060,17,2.8521474028202477e-05
Tanh,Fourier explícito,1080,1,8.141040430138382e-06
Tanh,Fourier explícito,1080,3,2.698156270042093e-06
Tanh,Fourier explícito,1080,9,2.0119894635034838e-05
Tanh,Fourier explícito,1080,17,2.7817324620470134e-05
Tanh,Fourier explícito,1100,1,8.12909581921295e-06
Tanh,Fourier explícito,1100,3,2.8243227482736274e-06
Tanh,Fourier explícito,1100,9,1.9650813039084472e-05
Tanh,Fourier explícito,1100,17,2.7176276493582287e-05
Tanh,Fourier explícito,1120,1,8.072946442158542e-06
Tanh,Fourier explícito,1120,3,2.8165251823359673e-06
Tanh,Fourier explícito,1120,9,1.920739331941662e-05
Tanh,Fourier explícito,1120,17,2.6537162663523798e-05
Tanh,Fourier explícito,1140,1,8.062446871290744e-06
Tanh,Fourier explícito,1140,3,2.9175076441228856e-06
Tanh,Fourier explícito,1140,9,1.8777147168182934e-05
Tanh,Fourier explícito,1140,17,2.594754019599514e-05
Tanh,Fourier explícito,1160,1,8.022920991454837e-06
Tanh,Fourier explícito,1160,3,2.9740866465031173e-06
Tanh,Fourier explícito,1160,9,1.8389828430576806e-05
Tanh,Fourier explícito,1160,17,2.538716577820894e-05
Tanh,Fourier explícito,1180,1,7.997106617770685e-06
Tanh,Fourier explícito,1180,3,3.022097821927527e-06
Tanh,Fourier explícito,1180,9,1.7950897130455867e-05
Tanh,Fourier explícito,1180,17,2.4827779233527806e-05
Tanh,Fourier explícito,1200,1,7.978312388459166e-06
Tanh,Fourier explícito,1200,3,3.0896052964080613e-06
Tanh,Fourier explícito,1200,9,1.7574025720088777e-05
Tanh,Fourier explícito,1200,17,2.4280327662663886e-05
Tanh,Fourier explícito,1220,1,7.896781779346653e-06
Tanh,Fourier explícito,1220,3,3.0860201160827597e-06
Tanh,Fourier explícito,1220,9,1.710500085780359e-05
Tanh,Fourier explícito,1220,17,2.3763180686445047e-05
Tanh,Fourier explícito,1240,1,7.831139230727457e-06
Tanh,Fourier explícito,1240,3,3.090124742243537e-06
Tanh,Fourier explícito,1240,9,1.6782177044044413e-05
Tanh,Fourier explícito,1240,17,2.329339852755299e-05
Tanh,Fourier explícito,1260,1,7.794179899732193e-06
Tanh,Fourier explícito,1260,3,3.0818750951292056e-06
Tanh,Fourier explícito,1260,9,1.6416032164671276e-05
Tanh,Fourier explícito,1260,17,2.2832553104674245e-05
Tanh,Fourier explícito,1280,1,7.682079754014453e-06
Tanh,Fourier explícito,1280,3,3.1547808615931193e-06
Tanh,Fourier explícito,1280,9,1.6036063057730814e-05
Tanh,Fourier explícito,1280,17,2.23784284527316e-05
Tanh,Fourier explícito,1300,1,7.666442512274625e-06
Tanh,Fourier explícito,1300,3,3.1337102879287487e-06
Tanh,Fourier explícito,1300,9,1.568846304560118e-05
Tanh,Fourier explícito,1300,17,2.1878490358449635e-05
Tanh,Fourier explícito,1320,1,7.590463038829154e-06
Tanh,Fourier explícito,1320,3,3.095226661246398e-06
Tanh,Fourier explícito,1320,9,1.5395294643644943e-05
Tanh,Fourier explícito,1320,17,2.1465891986555756e-05
Tanh,Fourier explícito,1340,1,7.469686453333095e-06
Tanh,Fourier explícito,1340,3,3.0301025577924483e-06
Tanh,Fourier explícito,1340,9,1.5083690471971227e-05
Tanh,Fourier explícito,1340,17,2.1054456684083903e-05
Tanh,Fourier explícito,1360,1,7.412971879540119e-06
Tanh,Fourier explícito,1360,3,3.058085928436007e-06
Tanh,Fourier explícito,1360,9,1.4749906921668035e-05
Tanh,Fourier explícito,1360,17,2.062621227880783e-05
Tanh,Fourier explícito,1380,1,7.3116858131838476e-06
Tanh,Fourier explícito,1380,3,3.0532055007519517e-06
Tanh,Fourier explícito,1380,9,1.4417086175938423e-05
Tanh,Fourier explícito,1380,17,2.0156103118345922e-05
Tanh,Fourier explícito,1400,1,7.26983604859411e-06
Tanh,Fourier explícito,1400,3,2.971333131080461e-06
Tanh,Fourier explícito,1400,9,1.4115001957204989e-05
Tanh,Fourier explícito,1400,17,1.9858803227632124e-05
Tanh,Fourier explícito,1420,1,7.232347114613582e-06
Tanh,Fourier explícito,1420,3,2.931187139566959e-06
Tanh,Fourier explícito,1420,9,1.3883199347441199e-05
Tanh,Fourier explícito,1420,17,1.9500989666057458e-05
Tanh,Fourier explícito,1440,1,7.112113399835773e-06
Tanh,Fourier explícito,1440,3,2.907441038908438e-06
Tanh,Fourier explícito,1440,9,1.3586778400471402e-05
Tanh,Fourier explícito,1440,17,1.9107356253574267e-05
Tanh,Fourier explícito,1460,1,6.970337972835391e-06
Tanh,Fourier explícito,1460,3,2.9097069883776613e-06
Tanh,Fourier explícito,1460,9,1.33328142428175e-05
Tanh,Fourier explícito,1460,17,1.8703895672774338e-05
Tanh,Fourier explícito,1480,1,6.891203458377371e-06
Tanh,Fourier explícito,1480,3,2.8555277248526405e-06
Tanh,Fourier explícito,1480,9,1.3044917132202874e-05
Tanh,Fourier explícito,1480,17,1.838033635891368e-05
Tanh,Fourier explícito,1500,1,6.828610371074571e-06
Tanh,Fourier explícito,1500,3,2.79791754316406e-06
Tanh,Fourier explícito,1500,9,1.2797571621561462e-05
Tanh,Fourier explícito,1500,17,1.803734406066418e-05
Tanh,Fourier explícito,1520,1,6.807537063653965e-06
Tanh,Fourier explícito,1520,3,2.7838295683391707e-06
Tanh,Fourier explícito,1520,9,1.2597157299542486e-05
Tanh,Fourier explícito,1520,17,1.7703963596069683e-05
Tanh,Fourier explícito,1540,1,6.716431186917944e-06
Tanh,Fourier explícito,1540,3,2.7332565053021593e-06
Tanh,Fourier explícito,1540,9,1.2338281386421225e-05
Tanh,Fourier explícito,1540,17,1.7435403187784847e-05
Tanh,Fourier explícito,1560,1,6.653480576019963e-06
Tanh,Fourier explícito,1560,3,2.7012325686058742e-06
Tanh,Fourier explícito,1560,9,1.1997833396374894e-05
Tanh,Fourier explícito,1560,17,1.7047117987935904e-05
Tanh,Fourier explícito,1580,1,6.566516551314799e-06
Tanh,Fourier explícito,1580,3,2.6720505741418965e-06
Tanh,Fourier explícito,1580,9,1.1784559727020471e-05
Tanh,Fourier explícito,1580,17,1.6772641839169796e-05
Tanh,Fourier explícito,1600,1,6.498434158464843e-06
Tanh,Fourier explícito,1600,3,2.651486731417452e-06
Tanh,Fourier explícito,1600,9,1.1516559028486064e-05
Tanh,Fourier explícito,1600,17,1.6449750965345587e-05
Tanh,Fourier explícito,1620,1,6.43932071471914e-06
Tanh,Fourier explícito,1620,3,2.5947173149790903e-06
Tanh,Fourier explícito,1620,9,1.1358367615753168e-05
Tanh,Fourier explícito,1620,17,1.6163068627878595e-05
Tanh,Fourier explícito,1640,1,6.3282062672707784e-06
Tanh,Fourier explícito,1640,3,2.5517370645511663e-06
Tanh,Fourier explícito,1640,9,1.1150300250404953e-05
Tanh,Fourier explícito,1640,17,1.5854912201859487e-05
Tanh,Fourier explícito,1660,1,6.275312185754673e-06
Tanh,Fourier explícito,1660,3,2.546163674689502e-06
Tanh,Fourier explícito,1660,9,1.0886885568687499e-05
Tanh,Fourier explícito,1660,17,1.5586810529623442e-05
Tanh,Fourier explícito,1680,1,6.200939116517189e-06
Tanh,Fourier explícito,1680,3,2.4908677299998346e-06
Tanh,Fourier explícito,1680,9,1.0709380733810138e-05
Tanh,Fourier explícito,1680,17,1.5282856796629163e-05
Tanh,Fourier explícito,1700,1,6.138987823747698e-06
Tanh,Fourier explícito,1700,3,2.457703957947725e-06
Tanh,Fourier explícito,1700,9,1.0489885536575104e-05
Tanh,Fourier explícito,1700,17,1.5059466502087054e-05
Tanh,Fourier explícito,1720,1,6.071618946057239e-06
Tanh,Fourier explícito,1720,3,2.3531866092268708e-06
Tanh,Fourier explícito,1720,9,1.0274657890223085e-05
Tanh,Fourier explícito,1720,17,1.475191543457063e-05
Tanh,Fourier explícito,1740,1,5.987168339185872e-06
Tanh,Fourier explícito,1740,3,2.3484559082369373e-06
Tanh,Fourier explícito,1740,9,1.0089031072965011e-05
Tanh,Fourier explícito,1740,17,1.448103107667036e-05
Tanh,Fourier explícito,1760,1,5.9001176869025285e-06
Tanh,Fourier explícito,1760,3,2.2973406065642672e-06
Tanh,Fourier explícito,1760,9,9.851717156892825e-06
Tanh,Fourier explícito,1760,17,1.4212265297897426e-05
Tanh,Fourier explícito,1780,1,5.841991751279899e-06
Tanh,Fourier explícito,1780,3,2.315953960342775e-06
Tanh,Fourier explícito,1780,9,9.685080237647221e-06
Tanh,Fourier explícito,1780,17,1.3989055441424613e-05
Tanh,Fourier explícito,1800,1,5.804192528028917e-06
Tanh,Fourier explícito,1800,3,2.266899367897646e-06
Tanh,Fourier explícito,1800,9,9.523862089135794e-06
Tanh,Fourier explícito,1800,17,1.373479615849158e-05
Tanh,Fourier explícito,1820,1,5.705558809147302e-06
Tanh,Fourier explícito,1820,3,2.2069869108994935e-06
Tanh,Fourier explícito,1820,9,9.32545182707071e-06
Tanh,Fourier explícito,1820,17,1.3475542055832004e-05
Tanh,Fourier explícito,1840,1,5.659401862341599e-06
Tanh,Fourier explícito,1840,3,2.165090281956919e-06
Tanh,Fourier explícito,1840,9,9.112484305305932e-06
Tanh,Fourier explícito,1840,17,1.3249154560561032e-05
Tanh,Fourier explícito,1860,1,5.56032674642277e-06
Tanh,Fourier explícito,1860,3,2.119604154449869e-06
Tanh,Fourier explícito,1860,9,8.959209798375336e-06
Tanh,Fourier explícito,1860,17,1.3009630182573793e-05
Tanh,Fourier explícito,1880,1,5.515163683860307e-06
Tanh,Fourier explícito,1880,3,2.0894015546135646e-06
Tanh,Fourier explícito,1880,9,8.82822963594993e-06
Tanh,Fourier explícito,1880,17,1.2798074910955533e-05
Tanh,Fourier explícito,1900,1,5.428301954435403e-06
Tanh,Fourier explícito,1900,3,2.0196304177407708e-06
Tanh,Fourier explícito,1900,9,8.591262866012761e-06
Tanh,Fourier explícito,1900,17,1.2584081363356865e-05
Tanh,Fourier explícito,1920,1,5.395439616916058e-06
Tanh,Fourier explícito,1920,3,2.0100398088544367e-06
Tanh,Fourier explícito,1920,9,8.446917413400956e-06
Tanh,Fourier explícito,1920,17,1.2300016512143978e-05
Tanh,Fourier explícito,1940,1,5.298302366792597e-06
Tanh,Fourier explícito,1940,3,2.035365916069413e-06
Tanh,Fourier explícito,1940,9,8.283364274774799e-06
Tanh,Fourier explícito,1940,17,1.2178652854527587e-05
Tanh,Fourier explícito,1960,1,5.25870532294212e-06
Tanh,Fourier explícito,1960,3,1.938906409435271e-06
Tanh,Fourier explícito,1960,9,8.09686028805981e-06
Tanh,Fourier explícito,1960,17,1.1901720593787035e-05
Tanh,Fourier explícito,1980,1,5.2125228332651855e-06
Tanh,Fourier explícito,1980,3,1.8715055440793826e-06
Tanh,Fourier explícito,1980,9,8.004391390725824e-06
Tanh,Fourier explícito,1980,17,1.1683708031993036e-05
Tanh,Fourier explícito,2000,1,5.126457019903236e-06
Tanh,Fourier explícito,2000,3,1.8753900185845212e-06
Tanh,Fourier explícito,2000,9,7.822108106286903e-06
Tanh,Fourier explícito,2000,17,1.1513006165925273e-05
Tanh,Fourier explícito,2020,1,5.074452111263452e-06
Tanh,Fourier explícito,2020,3,1.8294392672776515e-06
Tanh,Fourier explícito,2020,9,7.710552433279552e-06
Tanh,Fourier explícito,2020,17,1.1324643610212763e-05
Tanh,Fourier explícito,2040,1,5.004168299660209e-06
Tanh,Fourier explícito,2040,3,1.8105187955787e-06
Tanh,Fourier explícito,2040,9,7.538734656958753e-06
Tanh,Fourier explícito,2040,17,1.1099123977929509e-05
Tanh,Fourier explícito,2060,1,4.981088774587129e-06
Tanh,Fourier explícito,2060,3,1.7568443003342214e-06
Tanh,Fourier explícito,2060,9,7.402943778004735e-06
Tanh,Fourier explícito,2060,17,1.0918740287960145e-05
Tanh,Fourier explícito,2080,1,4.872229896034916e-06
Tanh,Fourier explícito,2080,3,1.7693805138408393e-06
Tanh,Fourier explícito,2080,9,7.206883634201361e-06
Tanh,Fourier explícito,2080,17,1.0731609249254803e-05
Tanh,Fourier explícito,2100,1,4.836776524227851e-06
Tanh,Fourier explícito,2100,3,1.6938453334351702e-06
Tanh,Fourier explícito,2100,9,7.097105736016449e-06
Tanh,Fourier explícito,2100,17,1.0495267593699818e-05
Tanh,Fourier explícito,2120,1,4.783172110306349e-06
Tanh,Fourier explícito,2120,3,1.6509689663054966e-06
Tanh,Fourier explícito,2120,9,6.945123764318127e-06
Tanh,Fourier explícito,2120,17,1.0336292522680031e-05
Tanh,Fourier explícito,2140,1,4.7456369598040975e-06
Tanh,Fourier explícito,2140,3,1.6554659703575026e-06
Tanh,Fourier explícito,2140,9,6.843373330868153e-06
Tanh,Fourier explícito,2140,17,1.0123879043152853e-05
Tanh,Fourier explícito,2160,1,4.629647418243087e-06
Tanh,Fourier explícito,2160,3,1.6209125492921672e-06
Tanh,Fourier explícito,2160,9,6.710514757186532e-06
Tanh,Fourier explícito,2160,17,9.972918734725958e-06
Tanh,Fourier explícito,2180,1,4.650916792945232e-06
Tanh,Fourier explícito,2180,3,1.5549160050469824e-06
Tanh,Fourier explícito,2180,9,6.576917364426876e-06
Tanh,Fourier explícito,2180,17,9.805255973038586e-06
Tanh,Fourier explícito,2200,1,4.501434203654196e-06
Tanh,Fourier explícito,2200,3,1.5465460765598255e-06
Tanh,Fourier explícito,2200,9,6.4443050596633506e-06
Tanh,Fourier explícito,2200,17,9.611028546138909e-06
ReLU,coordenadas do círculo,0,1,0.9726067966537832
ReLU,coordenadas do círculo,0,3,0.9971005820303764
ReLU,coordenadas do círculo,0,9,1.0008115374462005
ReLU,coordenadas do círculo,0,17,0.9998511408022978
ReLU,coordenadas do círculo,20,1,0.057503630847015125
ReLU,coordenadas do círculo,20,3,0.9161667624874903
ReLU,coordenadas do círculo,20,9,0.9977194547603879
ReLU,coordenadas do círculo,20,17,1.0006555402666806
ReLU,coordenadas do círculo,40,1,0.03042641594806945
ReLU,coordenadas do círculo,40,3,0.7852957501461792
ReLU,coordenadas do círculo,40,9,0.987147816951581
ReLU,coordenadas do círculo,40,17,1.0007940091598488
ReLU,coordenadas do círculo,60,1,0.07717349830618907
ReLU,coordenadas do círculo,60,3,0.5925337527845784
ReLU,coordenadas do círculo,60,9,0.9837359061701543
ReLU,coordenadas do círculo,60,17,1.0001553343239982
ReLU,coordenadas do círculo,80,1,0.04814255154079499
ReLU,coordenadas do círculo,80,3,0.32525265524306946
ReLU,coordenadas do círculo,80,9,0.9721539927509198
ReLU,coordenadas do círculo,80,17,0.9905709679903105
ReLU,coordenadas do círculo,100,1,0.02259802912120071
ReLU,coordenadas do círculo,100,3,0.10675885757702006
ReLU,coordenadas do círculo,100,9,0.9347922258064754
ReLU,coordenadas do círculo,100,17,0.9775671954953313
ReLU,coordenadas do círculo,120,1,0.012845024564875393
ReLU,coordenadas do círculo,120,3,0.0015990399848222472
ReLU,coordenadas do círculo,120,9,0.898294986935864
ReLU,coordenadas do círculo,120,17,0.9672637254312232
ReLU,coordenadas do círculo,140,1,0.006139064257791071
ReLU,coordenadas do círculo,140,3,0.04581814948512885
ReLU,coordenadas do círculo,140,9,0.8656655266507168
ReLU,coordenadas do círculo,140,17,0.9654888482771375
ReLU,coordenadas do círculo,160,1,0.0036788536630961333
ReLU,coordenadas do círculo,160,3,0.05972610661679529
ReLU,coordenadas do círculo,160,9,0.8298839352754926
ReLU,coordenadas do círculo,160,17,0.9609013065337215
ReLU,coordenadas do círculo,180,1,0.005001202249899576
ReLU,coordenadas do círculo,180,3,0.07200339517627172
ReLU,coordenadas do círculo,180,9,0.8020646414035192
ReLU,coordenadas do círculo,180,17,0.9501299473913585
ReLU,coordenadas do círculo,200,1,0.003530942052708972
ReLU,coordenadas do círculo,200,3,0.10006005865684461
ReLU,coordenadas do círculo,200,9,0.7779901596471336
ReLU,coordenadas do círculo,200,17,0.9421731078985865
ReLU,coordenadas do círculo,220,1,0.004823990293139195
ReLU,coordenadas do círculo,220,3,0.10816891866168005
ReLU,coordenadas do círculo,220,9,0.7499151910482331
ReLU,coordenadas do círculo,220,17,0.9348124361979474
ReLU,coordenadas do círculo,240,1,0.004154044785057275
ReLU,coordenadas do círculo,240,3,0.11954573471199659
ReLU,coordenadas do círculo,240,9,0.7165414787296364
ReLU,coordenadas do círculo,240,17,0.9315482833481925
ReLU,coordenadas do círculo,260,1,0.004907893028581771
ReLU,coordenadas do círculo,260,3,0.11734184762151095
ReLU,coordenadas do círculo,260,9,0.682843836871315
ReLU,coordenadas do círculo,260,17,0.9243042529861495
ReLU,coordenadas do círculo,280,1,0.002071330099973389
ReLU,coordenadas do círculo,280,3,0.1115498084618152
ReLU,coordenadas do círculo,280,9,0.6553009780944902
ReLU,coordenadas do círculo,280,17,0.9020845175459645
ReLU,coordenadas do círculo,300,1,0.004600213838264702
ReLU,coordenadas do círculo,300,3,0.10924645399222221
ReLU,coordenadas do círculo,300,9,0.6097373205613603
ReLU,coordenadas do círculo,300,17,0.8915992396178097
ReLU,coordenadas do círculo,320,1,0.0008549296600761118
ReLU,coordenadas do círculo,320,3,0.10879914585208511
ReLU,coordenadas do círculo,320,9,0.5734392118588629
ReLU,coordenadas do círculo,320,17,0.8753113809889521
ReLU,coordenadas do círculo,340,1,3.71012854551752e-05
ReLU,coordenadas do círculo,340,3,0.1043020273365515
ReLU,coordenadas do círculo,340,9,0.5353223102490389
ReLU,coordenadas do círculo,340,17,0.8581572830027067
ReLU,coordenadas do círculo,360,1,0.000452467612141049
ReLU,coordenadas do círculo,360,3,0.09807310623242439
ReLU,coordenadas do círculo,360,9,0.5055369420429641
ReLU,coordenadas do círculo,360,17,0.8388273029490959
ReLU,coordenadas do círculo,380,1,0.00021601329977619517
